ID	Gene Ontology Molecular Function
92654_at	0003677 // DNA binding // inferred from electronic annotation /// 0003899 // DNA-directed RNA polymerase activity // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0032549 // ribonucleoside binding // inferred from electronic annotation
92655_at	"0003829 // beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase activity // inferred from electronic annotation /// 0008375 // acetylglucosaminyltransferase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation /// 0016757 // transferase activity, transferring glycosyl groups // inferred from electronic annotation"
92656_at	0005515 // protein binding // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
92658_at	0003677 // DNA binding // inferred from electronic annotation /// 0003700 // transcription factor activity // inferred from electronic annotation /// 0043565 // sequence-specific DNA binding // inferred from electronic annotation
92659_at	0000166 // nucleotide binding // inferred from electronic annotation /// 0005085 // guanyl-nucleotide exchange factor activity // inferred from direct assay /// 0005085 // guanyl-nucleotide exchange factor activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0008603 // cAMP-dependent protein kinase regulator activity // inferred from electronic annotation /// 0030552 // cAMP binding // inferred from electronic annotation
92660_f_at	0004842 // ubiquitin-protein ligase activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation /// 0016874 // ligase activity // inferred from electronic annotation /// 0019787 // small conjugating protein ligase activity // inferred from electronic annotation /// 0042296 // ISG15 ligase activity // inferred from electronic annotation
92661_at	0004721 // phosphoprotein phosphatase activity // inferred from electronic annotation /// 0004725 // protein tyrosine phosphatase activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0016791 // phosphatase activity // inferred from electronic annotation
92662_g_at	0004721 // phosphoprotein phosphatase activity // inferred from electronic annotation /// 0004725 // protein tyrosine phosphatase activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0016791 // phosphatase activity // inferred from electronic annotation
92663_at	0004721 // phosphoprotein phosphatase activity // inferred from electronic annotation /// 0004725 // protein tyrosine phosphatase activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0016791 // phosphatase activity // inferred from electronic annotation
92664_at	0003676 // nucleic acid binding // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
92665_f_at	
92666_at	0005096 // GTPase activator activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from electronic annotation /// 0017124 // SH3 domain binding // inferred from physical interaction /// 0017124 // SH3 domain binding // inferred from electronic annotation
92667_at	0003677 // DNA binding // inferred from electronic annotation /// 0003700 // transcription factor activity // inferred from direct assay /// 0003700 // transcription factor activity // inferred from electronic annotation /// 0003700 // transcription factor activity // inferred from sequence or structural similarity /// 0003707 // steroid hormone receptor activity // inferred from electronic annotation /// 0004872 // receptor activity // inferred from electronic annotation /// 0004882 // androgen receptor activity // inferred from direct assay /// 0004882 // androgen receptor activity // inferred from electronic annotation /// 0005102 // receptor binding // inferred from electronic annotation /// 0005496 // steroid binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0005515 // protein binding // not recorded /// 0005515 // protein binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from sequence or structural similarity /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0008289 // lipid binding // inferred from electronic annotation /// 0043565 // sequence-specific DNA binding // inferred from direct assay /// 0043565 // sequence-specific DNA binding // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
92668_at	0000166 // nucleotide binding // inferred from electronic annotation /// 0004672 // protein kinase activity // inferred from electronic annotation /// 0004713 // protein tyrosine kinase activity // inferred from direct assay /// 0004713 // protein tyrosine kinase activity // inferred from electronic annotation /// 0004715 // non-membrane spanning protein tyrosine kinase activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0005515 // protein binding // inferred from electronic annotation /// 0005524 // ATP binding // inferred from electronic annotation /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0016301 // kinase activity // inferred from electronic annotation /// 0016740 // transferase activity // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation
