Probe Set ID	Gene Title	Gene Symbol	UniGene ID	Chromosomal Location
220958_at	unc-51-like kinase 4 (C. elegans)	ULK4	Hs.656192	chr3p22.1
220959_s_at	odorant binding protein 2A /// odorant binding protein 2B	OBP2A /// OBP2B	Hs.449629	chr9q34
220960_x_at	ribosomal protein L22	RPL22	Hs.515329	chr1p36.3-p36.2
220961_s_at	transforming growth factor beta regulator 4	TBRG4	Hs.231411	chr7p14-p13
220962_s_at	"peptidyl arginine deiminase, type I"	PADI1	Hs.412941	chr1p36.13
220963_s_at	chromosome 1 open reading frame 89	C1orf89	Hs.546430	chr1p36.13
220964_s_at	"RAB1B, member RAS oncogene family"	RAB1B	Hs.300816	chr11q12
220965_s_at	radial spokehead-like 1	RSHL1	Hs.146544	chr19q13.3
220966_x_at	"actin related protein 2/3 complex, subunit 5-like"	ARPC5L	Hs.132499	chr9q33.3
220967_s_at	zinc finger protein 696	ZNF696	Hs.512740	chr8q24.3
220968_s_at	tetraspanin 9	TSPAN9	Hs.504517	chr12p13.33-p13.32
220969_s_at	---	---	---	---
220970_s_at	keratin associated protein 2.1B /// keratin associated protein 2-4 /// hypothetical LOC644350 /// similar to keratin associated protein /// hypothetical LOC728934 /// similar to keratin associated protein 2-4	KAP2.1B /// KRTAP2-4 /// LOC644350 /// LOC728285 /// LOC728934 /// LOC730755	Hs.589507	chr17q12-q21 /// chr17q21.2
220971_at	interleukin 25	IL25	Hs.302036	chr14q11.2
220972_s_at	keratin associated protein 9-4 /// keratin associated protein 9-9	KRTAP9-4 /// KRTAP9-9	Hs.528700	chr17q12-q21
220973_s_at	SHANK-associated RH domain interactor	SHARPIN	Hs.529755	chr8q24.3
220974_x_at	sideroflexin 3	SFXN3	Hs.283844	chr10q24.31
220975_s_at	C1q and tumor necrosis factor related protein 1	C1QTNF1	Hs.201398	chr17q25.3
220976_s_at	keratin associated protein 1-1 /// hypothetical LOC728946	KRTAP1-1 /// LOC728946	Hs.247934	chr17q12|17q12-q21
220977_x_at	erythrocyte membrane protein band 4.1 like 5	EPB41L5	Hs.654802	chr2q14.2
220978_at	keratin associated protein 1-3 /// hypothetical LOC728951	KRTAP1-3 /// LOC728951	Hs.534495	chr17q12-q21
220979_s_at	"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5"	ST6GALNAC5	Hs.303609	chr1p31.1
220980_s_at	ADP-dependent glucokinase	ADPGK	Hs.654636	chr15q24.1
220981_x_at	similar to hCG2045904 /// similar to nuclear RNA export factor 2 /// nuclear RNA export factor 2 /// nuclear RNA export factor 2B	LOC100130328 /// LOC650686 /// NXF2 /// NXF2B	Hs.530358	chrXq22.1
220982_s_at	sperm acrosome associated 1	SPACA1	Hs.161241	chr6q15
220983_s_at	sprouty homolog 4 (Drosophila)	SPRY4	Hs.323308	chr5q31.3
220984_s_at	"solute carrier organic anion transporter family, member 5A1"	SLCO5A1	Hs.443609	chr8q13.3
220985_s_at	ring finger protein 170	RNF170	Hs.696153	chr8p11.21
220986_s_at	tigger transposable element derived 6	TIGD6	Hs.169333	chr5q33.1
220987_s_at	"chromosome 11 open reading frame 17 /// NUAK family, SNF1-like kinase, 2"	C11orf17 /// NUAK2	Hs.131180	chr11p15.3 /// chr1q32.1
220988_s_at	C1q and tumor necrosis factor related protein 3	C1QTNF3	Hs.171929	chr5p13
220989_s_at	amnionless homolog (mouse)	AMN	Hs.534494	chr14q32.3
220990_s_at	microRNA 21 /// transmembrane protein 49	MIRN21 /// TMEM49	Hs.444569	chr17q23.1
220991_s_at	ring finger protein 32	RNF32	Hs.490715	chr7q36
220992_s_at	chromosome 1 open reading frame 25	C1orf25	Hs.591488	chr1q25.2
220993_s_at	G protein-coupled receptor 63	GPR63	Hs.632612	chr6q16.1-q16.3
220994_s_at	syntaxin binding protein 6 (amisyn)	STXBP6	Hs.508958	chr14q12
220995_at	syntaxin binding protein 6 (amisyn)	STXBP6	Hs.508958	chr14q12
220996_s_at	chromosome 1 open reading frame 14	C1orf14	Hs.497034	chr1q25.3
220997_s_at	diaphanous homolog 3 (Drosophila)	DIAPH3	Hs.283127	chr13q21.2
220998_s_at	unc-93 homolog B1 (C. elegans)	UNC93B1	Hs.502989	chr11q13
220999_s_at	cytoplasmic FMR1 interacting protein 2	CYFIP2	Hs.519702	chr5q33.3
221000_s_at	Kazal-type serine peptidase inhibitor domain 1	KAZALD1	Hs.632079	chr10q24.31
221001_at	chromosome 15 open reading frame 49	C15orf49	Hs.640307	chr15q11.2
221002_s_at	tetraspanin 14	TSPAN14	Hs.310453	chr10q23.1
221003_s_at	calcium binding protein 39-like	CAB39L	Hs.87159	chr13q14.2-q14.3
221004_s_at	integral membrane protein 2C	ITM2C	Hs.111577	chr2q37
221005_s_at	phosphatidylserine synthase 2	PTDSS2	Hs.12851	chr11p15
221006_s_at	sorting nexin family member 27	SNX27	Hs.192326	chr1q21.3
221007_s_at	FIP1 like 1 (S. cerevisiae)	FIP1L1	Hs.714867	chr4q12
221008_s_at	alanine-glyoxylate aminotransferase 2-like 1	AGXT2L1	Hs.106576	chr4q25
221009_s_at	angiopoietin-like 4	ANGPTL4	Hs.9613	chr19p13.3
221010_s_at	sirtuin (silent mating type information regulation 2 homolog) 5 (S. cerevisiae)	SIRT5	Hs.567431	chr6p23
221011_s_at	limb bud and heart development homolog (mouse)	LBH	Hs.567598	chr2p23.1
221012_s_at	tripartite motif-containing 8	TRIM8	Hs.336810	chr10q24.3
221013_s_at	"apolipoprotein L, 2"	APOL2	Hs.474740	chr22q12
221014_s_at	"RAB33B, member RAS oncogene family"	RAB33B	Hs.591679	chr4q28
221015_s_at	cytidine and dCMP deaminase domain containing 1	CDADC1	Hs.388220	chr13q14.2
221016_s_at	"transcription factor 7-like 1 (T-cell specific, HMG-box)"	TCF7L1	Hs.516297	chr2p11.2
221017_s_at	leucine rich repeat containing 3	LRRC3	Hs.326579	chr21q22.3
221018_s_at	tudor domain containing 1	TDRD1	Hs.333132	chr10q25.3
221019_s_at	collectin sub-family member 12	COLEC12	Hs.464422	chr18pter-p11.3
221020_s_at	"solute carrier family 25, member 32"	SLC25A32	Hs.709278	chr8q22.3
221021_s_at	"catenin, beta like 1"	CTNNBL1	Hs.472667	chr20q11.23-q12
221022_s_at	polyamine modulated factor 1 binding protein 1	PMFBP1	Hs.714939	chr16q22.3
221023_s_at	"potassium voltage-gated channel, subfamily H (eag-related), member 6"	KCNH6	Hs.591177	chr17q23.3
221024_s_at	"solute carrier family 2 (facilitated glucose transporter), member 10"	SLC2A10	Hs.305971	chr20q13.1
221025_x_at	pseudouridylate synthase 7 homolog (S. cerevisiae)-like	PUS7L	Hs.445814	chr12q12
221026_s_at	"scratch homolog 1, zinc finger protein (Drosophila)"	SCRT1	Hs.31746	chr8q24.3
221027_s_at	"phospholipase A2, group XIIA"	PLA2G12A	Hs.389452	chr4q25
221028_s_at	glucose-fructose oxidoreductase domain containing 2	GFOD2	Hs.656247	chr16q22.1
221029_s_at	"wingless-type MMTV integration site family, member 5B"	WNT5B	Hs.306051	chr12p13.3
221030_s_at	Rho GTPase activating protein 24	ARHGAP24	Hs.444229	chr4q21.23-q21.3
221031_s_at	apolipoprotein L domain containing 1	APOLD1	Hs.23388	chr12p13.1
221032_s_at	"transmembrane protease, serine 5"	TMPRSS5	Hs.46720	chr11q
221033_s_at	ring finger protein 17	RNF17	Hs.97464	chr13q12.12
221034_s_at	testis expressed 13B	TEX13B	Hs.333130	chrXq22.3
221035_s_at	testis expressed 14	TEX14	Hs.390221	chr17q22
221036_s_at	anterior pharynx defective 1 homolog B (C. elegans)	APH1B	Hs.511703	chr15q22.2
221037_s_at	"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31"	SLC25A31	Hs.149030	chr4q28.1
221038_at	---	---	Hs.621367	---
221039_s_at	development and differentiation enhancing factor 1	DDEF1	Hs.655552	chr8q24.1-q24.2
221040_at	calpain 10	CAPN10	Hs.112218	chr2q37.3
221041_s_at	"solute carrier family 17 (anion/sugar transporter), member 5"	SLC17A5	Hs.597422	chr6q14-q15
221042_s_at	"calmin (calponin-like, transmembrane)"	CLMN	Hs.301478	chr14q32.13
221043_at	---	---	---	---
221044_s_at	tripartite motif-containing 34 /// tripartite motif-containing 6 /// TRIM6-TRIM34	TRIM34 /// TRIM6 /// TRIM6-TRIM34	Hs.125300	chr11p15 /// chr11p15.4
221045_s_at	period homolog 3 (Drosophila)	PER3	Hs.533339	chr1p36.23
221046_s_at	GTP-binding protein 8 (putative)	GTPBP8	Hs.127496	chr3q13.2
221047_s_at	MAP/microtubule affinity-regulating kinase 1	MARK1	Hs.497806	chr1q41
221048_x_at	chromosome 17 open reading frame 80	C17orf80	Hs.12929	chr17q25.1
221049_s_at	"polymerase (DNA directed), lambda"	POLL	Hs.523230	chr10q23
221050_s_at	GTP binding protein 2	GTPBP2	Hs.485449	chr6p21-p12
221051_s_at	integrin beta 1 binding protein 3	ITGB1BP3	Hs.135458	chr19p13.3
221052_at	tudor and KH domain containing	TDRKH	Hs.144439	chr1q21
221053_s_at	tudor and KH domain containing	TDRKH	Hs.144439	chr1q21
221054_s_at	T-cell leukemia/lymphoma 6	TCL6	Hs.510368	chr14q32.1
221056_x_at	epidermal growth factor receptor pathway substrate 15-like 1	EPS15L1	Hs.654639	chr19p13.11
221057_at	spermatogenesis associated 1	SPATA1	Hs.584956	chr1p22.3
221058_s_at	chemokine-like factor	CKLF	Hs.15159	chr16q21
221059_s_at	coactosin-like 1 (Dictyostelium)	COTL1	Hs.289092	chr16q24.1
221060_s_at	toll-like receptor 4	TLR4	Hs.174312	chr9q32-q33
221061_at	polycystic kidney disease 2-like 1	PKD2L1	Hs.159241	chr10q24
221062_at	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1	HS3ST3B1	Hs.48384	chr17p12-p11.2
221063_x_at	ring finger protein 123	RNF123	Hs.553723	chr3p24.3
221064_s_at	unkempt homolog (Drosophila)-like	UNKL	Hs.643536	chr16p13.3
221065_s_at	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8	CHST8	Hs.165724	chr19q13.1
221066_at	relaxin/insulin-like family peptide receptor 3	RXFP3	Hs.170146	chr5p15.1-p14
221067_s_at	chromosome 12 open reading frame 39	C12orf39	Hs.130692	chr12p12.1
221068_at	KN motif and ankyrin repeat domains 2	KANK2	Hs.714335	chr19p13.2
221069_s_at	coiled-coil domain containing 44	CCDC44	Hs.174134	chr17q23.3
221070_s_at	KIAA1967	KIAA1967	Hs.714293	chr8p22
221071_at	---	---	---	---
221072_at	chromosome 9 open reading frame 31	C9orf31	---	chr9q33.2
221073_s_at	nucleotide-binding oligomerization domain containing 1	NOD1	Hs.405153	chr7p15-p14
221074_at	Natural cytotoxicity triggering receptor 2	NCR2	Hs.194721	chr6p21.1
221075_s_at	natural cytotoxicity triggering receptor 2	NCR2	Hs.194721	chr6p21.1
221076_at	---	---	---	---
221077_at	armadillo repeat containing 4	ARMC4	Hs.127530	chr10p12.1-p11.23
221078_s_at	coiled-coil domain containing 88A	CCDC88A	Hs.292925	chr2p16.1
221079_s_at	methyltransferase like 2A /// methyltransferase like 2B	METTL2A /// METTL2B	Hs.433213	chr17q23.2 /// chr7q32.1
221080_s_at	DENN/MADD domain containing 1C	DENND1C	Hs.236449	chr19p13.3
221081_s_at	DENN/MADD domain containing 2D	DENND2D	Hs.557850	chr1p13.3
221082_s_at	NDRG family member 3	NDRG3	Hs.437338	chr20q11.21-q11.23
221083_at	"potassium voltage-gated channel, KQT-like subfamily, member 4"	KCNQ4	Hs.473058	chr1p34
221084_at	5-hydroxytryptamine (serotonin) receptor 3B	HTR3B	Hs.241377	chr11q23.1
221085_at	"tumor necrosis factor (ligand) superfamily, member 15"	TNFSF15	Hs.241382	chr9q32
221086_s_at	FEZ family zinc finger 2	FEZF2	Hs.241523	chr3p14.2
221087_s_at	"apolipoprotein L, 3"	APOL3	Hs.474737	chr22q13.1
221088_s_at	"protein phosphatase 1, regulatory (inhibitor) subunit 9A"	PPP1R9A	Hs.21816	chr7q21.3
221089_at	NADPH oxidase 3	NOX3	Hs.247776	chr6q25.1-q26
221090_s_at	2-oxoglutarate and iron-dependent oxygenase domain containing 1	OGFOD1	Hs.231883	chr16q13
221091_at	insulin-like 5	INSL5	Hs.251380	chr1p31.1-p22.3
221092_at	IKAROS family zinc finger 3 (Aiolos)	IKZF3	Hs.444388	chr17q21
221093_at	bromodomain containing 7 pseudogene 3	BRD7P3	Hs.648050	chr6q22.1-q22.33
221094_s_at	elongation protein 3 homolog (S. cerevisiae)	ELP3	Hs.491336	chr8p21.1
221095_s_at	"potassium voltage-gated channel, Isk-related family, member 2"	KCNE2	Hs.551521	chr21q22.12
221096_s_at	transmembrane and coiled-coil domains 6	TMCO6	Hs.712585	chr5q31.3
221097_s_at	"potassium large conductance calcium-activated channel, subfamily M, beta member 2"	KCNMB2	Hs.478368	chr3q26.2-q27.1
221098_x_at	"UTP14, U3 small nucleolar ribonucleoprotein, homolog A (yeast)"	UTP14A	Hs.458598	chrXq25
221099_at	---	---	---	---
221100_at	chromosome 6 open reading frame 15	C6orf15	Hs.272214	chr6p21.3
221101_at	chromosome 14 open reading frame 113	C14orf113	Hs.675410	chr14q32.13
221102_s_at	"transient receptor potential cation channel, subfamily M, member 6"	TRPM6	Hs.272225	chr9q21.13
221103_s_at	WD repeat domain 52	WDR52	Hs.584936	chr3q13.2
221104_s_at	nipsnap homolog 3B (C. elegans)	NIPSNAP3B	Hs.567532	chr9q31.1
221105_at	---	---	---	---
221106_at	"solute carrier family 22, member 17"	SLC22A17	Hs.373498	chr14q11.2
221107_at	"cholinergic receptor, nicotinic, alpha 9"	CHRNA9	Hs.272278	chr4p14
221108_at	hypothetical protein LOC51233	LOC51233	Hs.517466	chr22q11.2
221109_at	---	---	Hs.550219	---
221110_x_at	phosphodiesterase 11A	PDE11A	Hs.570273	chr2q31.2
221111_at	interleukin 26	IL26	Hs.272350	chr12q15
221112_at	interleukin 1 receptor accessory protein-like 2	IL1RAPL2	Hs.675519	chrXq22.2-q22.3
221113_s_at	"wingless-type MMTV integration site family, member 16"	WNT16	Hs.272375	chr7q31
221114_at	ameloblastin (enamel matrix protein)	AMBN	Hs.272396	chr4q21
221115_s_at	lens epithelial protein	LENEP	Hs.272399	chr1q22
221116_at	---	---	Hs.272401	---
221117_at	---	---	Hs.543586	---
221118_at	polycystic kidney disease 2-like 2	PKD2L2	Hs.567453	chr5q31
221119_at	hypothetical protein FLJ20184	FLJ20184	Hs.675420	chr4q24
221120_at	---	---	---	---
221121_at	chromosome X open reading frame 48	CXorf48	Hs.272804	chrXq26.3
221122_at	HRAS-like suppressor 2	HRASLS2	Hs.272805	chr11q12.3
221123_x_at	zinc finger protein 395	ZNF395	Hs.695998	chr8p21.1
221124_s_at	visual system homeobox 1	VSX1	Hs.274264	chr20p11.23-p11.22
221125_s_at	"potassium large conductance calcium-activated channel, subfamily M beta member 3"	KCNMB3	Hs.591285	chr3q26.3-q27
221126_at	regulated in glioma	RIG	---	chr11p15.1
221127_s_at	regulated in glioma	RIG	---	chr11p15.1
221128_at	ADAM metallopeptidase domain 19 (meltrin beta)	ADAM19	Hs.483944	chr5q32-q33
221129_at	chromosome 17 open reading frame 88	C17orf88	Hs.646580	chr17q21.31
221130_s_at	---	---	Hs.669815	---
221131_at	"alpha-1,4-N-acetylglucosaminyltransferase"	A4GNT	Hs.278960	chr3p14.3
221132_at	claudin 18	CLDN18	Hs.655324	chr3q22.3
221133_s_at	claudin 18	CLDN18	Hs.655324	chr3q22.3
221134_at	angiopoietin 4	ANGPT4	Hs.278973	chr20p13
221135_s_at	asteroid homolog 1 (Drosophila)	ASTE1	Hs.100878	chr3q22.1
221136_at	growth differentiation factor 2	GDF2	Hs.279463	chr10q11.22
221137_at	---	---	---	---
221138_s_at	---	---	---	---
221139_s_at	cysteine sulfinic acid decarboxylase	CSAD	Hs.279815	chr12q13.11-q14.3
221140_s_at	G protein-coupled receptor 132	GPR132	Hs.532504	chr14q32.3
221141_x_at	epsin 1	EPN1	Hs.279953	chr19q13.42
221142_s_at	peroxisomal trans-2-enoyl-CoA reductase	PECR	Hs.281680	chr2q35
221143_at	"replication protein A4, 34kDa"	RPA4	Hs.659349	chrXq21.33
221144_at	---	---	---	---
221145_at	---	---	---	---
221146_at	---	---	---	---
221147_x_at	WW domain containing oxidoreductase	WWOX	Hs.461453	chr16q23.3-q24.1
221148_at	---	---	---	---
221149_at	G protein-coupled receptor 77	GPR77	Hs.534412	chr19q13.33
221150_at	matrix extracellular phosphoglycoprotein	MEPE	Hs.676357	chr4q21.1
221151_at	PR domain containing 9	PRDM9	Hs.283096	chr5p14
221152_at	"collagen, type VIII, alpha 1"	COL8A1	Hs.654548	chr3q12.3
221153_s_at	---	---	---	---
221154_at	tripartite motif-containing 49	TRIM49	Hs.534218	chr11p11.12-q12
221155_x_at	---	---	Hs.621369	---
221156_x_at	cell cycle progression 1	CCPG1	Hs.285051	chr15q21.1
221157_s_at	F-box protein 24	FBXO24	Hs.283764	chr7q22
221158_at	chromosome 21 open reading frame 66	C21orf66	Hs.706813	chr21q21.3
221159_at	---	---	---	---
221160_s_at	calcium binding protein 5	CABP5	Hs.117694	chr19q13.33
221161_at	achaete-scute complex homolog 3 (Drosophila)	ASCL3	Hs.501852	chr11p15.3
221162_at	HERV-H LTR-associating 1	HHLA1	---	chr8q24
221163_s_at	MLX interacting protein-like	MLXIPL	Hs.647055	chr7q11.23
221164_x_at	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 5	CHST5	Hs.710689	chr16q22.3
221165_s_at	interleukin 22	IL22	Hs.287369	chr12q15
221166_at	fibroblast growth factor 23	FGF23	Hs.287370	chr12p13.3
221167_s_at	coiled-coil domain containing 70	CCDC70	Hs.120573	chr13q14.3
221168_at	PR domain containing 13	PRDM13	Hs.287386	chr6q16-q21
221169_s_at	histamine receptor H4	HRH4	Hs.287388	chr18q11.2
221170_at	histamine receptor H4	HRH4	Hs.287388	chr18q11.2
221171_at	hypothetical protein LOC728621	RP4-692D3.1	Hs.473495	chr1p34.2
221172_at	hypothetical protein FLJ21075	FLJ21075	Hs.287647	chr7p12.3
221173_at	"Usher syndrome 1C (autosomal recessive, severe)"	USH1C	Hs.502072	chr11p15.1-p14
221174_at	---	---	---	---
221175_at	chromosome 3 open reading frame 36	C3orf36	Hs.287691	chr3q22.1
221176_x_at	Williams-Beuren syndrome chromosome region 23	WBSCR23	Hs.677364	chr7q11.23
221177_at	melanoma inhibitory activity 2	MIA2	Hs.287694	chr14q13.2
221178_at	BAI1-associated protein 2-like 2	BAIAP2L2	Hs.474822	chr22q13.1
221179_at	---	---	---	---
221180_at	yeast Sps1/Ste20-related kinase 4 (S. cerevisiae)	YSK4	Hs.659395	chr2q21.3
221181_at	---	---	---	---
221182_at	chromosome 1 open reading frame 129	C1orf129	Hs.591489	chr1q24.3
221183_at	---	---	Hs.570765	---
221184_at	---	---	---	---
221185_s_at	IQ motif containing G	IQCG	Hs.591675	chr3q29
221186_at	---	---	Hs.703417	---
221187_s_at	fuzzy homolog (Drosophila)	FUZ	Hs.288800	chr19q13.33
221188_s_at	cell death-inducing DFFA-like effector b	CIDEB	Hs.708040	chr14q12
221189_s_at	"threonyl-tRNA synthetase 2, mitochondrial (putative)"	TARS2	Hs.288974	chr1q21.2
221190_s_at	chromosome 18 open reading frame 8	C18orf8	Hs.529006	chr18q11.2
221191_at	stromal antigen 3-like 1	STAG3L1	Hs.632310	chr7q11.23-q21.1
221192_x_at	major facilitator superfamily domain containing 11	MFSD11	Hs.73965	chr17q25
221193_s_at	"zinc finger, CCHC domain containing 10"	ZCCHC10	Hs.29700	chr5q31.1
221194_s_at	"ring finger protein, transmembrane 1"	RNFT1	Hs.531701	chr17q23.1
221195_at	"ring finger protein, transmembrane 1"	RNFT1	Hs.531701	chr17q23.1
221196_x_at	"BRCA1/BRCA2-containing complex, subunit 3"	BRCC3	Hs.558537	chrXq28
221197_s_at	choline acetyltransferase	CHAT	Hs.302002	chr10q11.2
221198_at	secretin	SCT	Hs.632324	chr11p15.5
221199_at	GDNF family receptor alpha 4	GFRA4	Hs.302025	chr20p13-p12
221200_at	---	---	---	---
221201_s_at	zinc finger protein 155	ZNF155	Hs.502127	chr19q13.2-q13.32|19q13.2
221202_at	---	---	---	---
221203_s_at	YEATS domain containing 2	YEATS2	Hs.632575	chr3q27.1
221204_s_at	cartilage acidic protein 1	CRTAC1	Hs.500736	chr10q22
221205_at	---	---	---	---
221206_at	PMS2 postmeiotic segregation increased 2 (S. cerevisiae) /// PMS2 C-terminal like pseudogene	PMS2 /// PMS2CL	Hs.73105	chr7p22.1 /// chr7p22.2
221207_s_at	neurobeachin	NBEA	Hs.491172	chr13q13
221208_s_at	chromosome 11 open reading frame 61	C11orf61	Hs.146079	chr11q24.2
221209_s_at	otoraplin	OTOR	Hs.41119	chr20p12.1-p11.23
221210_s_at	N-acetylneuraminate pyruvate lyase (dihydrodipicolinate synthase)	NPL	Hs.496969	chr1q25
221211_s_at	chromosome 21 open reading frame 7	C21orf7	Hs.222802	chr21q22.3
221212_x_at	polybromo 1	PBRM1	Hs.189920	chr3p21
221213_s_at	zinc finger protein 280D	ZNF280D	Hs.511477	chr15q21.3
221214_s_at	nasal embryonic LHRH factor	NELF	Hs.455336	chr9q34.3
221215_s_at	receptor-interacting serine-threonine kinase 4	RIPK4	Hs.517310	chr21q22.3
221216_s_at	sex comb on midleg homolog 1 (Drosophila)	SCMH1	Hs.571874	chr1p34
221217_s_at	ataxin 2-binding protein 1	A2BP1	Hs.459842	chr16p13.3
221218_s_at	thiamin pyrophosphokinase 1	TPK1	Hs.660232	chr7q34-q35
221219_s_at	kelch domain containing 4	KLHDC4	Hs.123450	chr16q24.3
221220_s_at	SCY1-like 2 (S. cerevisiae)	SCYL2	Hs.506481	chr12q23.1
221221_s_at	kelch-like 3 (Drosophila)	KLHL3	Hs.655084	chr5q31
221222_s_at	chromosome 1 open reading frame 56	C1orf56	Hs.549171	chr1q21.2
221223_x_at	cytokine inducible SH2-containing protein	CISH	Hs.655334	chr3p21.3
221224_s_at	dephospho-CoA kinase domain containing	DCAKD	Hs.463148	chr17q21.31
221225_at	dephospho-CoA kinase domain containing	DCAKD	Hs.463148	chr17q21.31
221226_s_at	"amiloride-sensitive cation channel 4, pituitary"	ACCN4	Hs.87469	chr2q35
221227_x_at	"coenzyme Q3 homolog, methyltransferase (S. cerevisiae)"	COQ3	Hs.713623	chr6q16.3
221228_s_at	---	---	---	---
221229_s_at	hypothetical protein FLJ20628	FLJ20628	Hs.468026	chr2p23.2
221230_s_at	AT rich interactive domain 4B (RBP1-like)	ARID4B	Hs.575782	chr1q42.1-q43
221231_s_at	chromosome 14 open reading frame 102	C14orf102	Hs.528131	chr14q32.11
221232_s_at	ankyrin repeat domain 2 (stretch responsive muscle)	ANKRD2	Hs.73708	chr10q23.31-q23.32
221233_s_at	"family with sequence similarity 135, member A"	FAM135A	Hs.211700	chr6q12-q13
221234_s_at	"BTB and CNC homology 1, basic leucine zipper transcription factor 2"	BACH2	Hs.269764	chr6q15
221235_s_at	hypothetical LOC644617	LOC644617	Hs.592796	chr2q12.1
221236_s_at	stathmin-like 4	STMN4	Hs.201058	chr8p21.2
221237_s_at	oxysterol binding protein 2	OSBP2	Hs.517546	chr22q12.2
221238_at	nucleosomal binding protein 1	NSBP1	Hs.282204	chrXq13.3
221239_s_at	Fc receptor-like 2	FCRL2	Hs.437393	chr1q21
221240_s_at	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4"	B3GNT4	Hs.363315	chr12q24
221241_s_at	BCL2-like 14 (apoptosis facilitator)	BCL2L14	Hs.210343	chr12p13-p12
221242_at	---	---	---	---
221243_s_at	---	---	---	---
221244_s_at	3-phosphoinositide dependent protein kinase-1	PDPK1	Hs.459691	chr16p13.3
221245_s_at	frizzled homolog 5 (Drosophila)	FZD5	Hs.17631	chr2q33-q34
