ID	Gene Symbol	Gene Title
161813_i_at	Itih5	inter-alpha (globulin) inhibitor H5
161814_f_at	Rnf19	Ring finger protein (C3HC4 type) 19
161815_f_at	LOC670615 /// Mup1 /// Mup2 /// Mup3 /// OTTMUSG00000007485	"major urinary protein 1 /// major urinary protein 2 /// major urinary protein 3 /// predicted gene, OTTMUSG00000007485 /// similar to alpha-2u globulin PGCL3"
161816_r_at	Gltp	glycolipid transfer protein
161817_f_at	Spsb1	splA/ryanodine receptor domain and SOCS box containing 1
161818_f_at	Car4	carbonic anhydrase 4
161819_f_at	Laptm5	lysosomal-associated protein transmembrane 5
161820_f_at	Gata2	GATA binding protein 2
161821_f_at	Entpd2	ectonucleoside triphosphate diphosphohydrolase 2
161822_at	Svs4	seminal vesicle secretory protein 4
161823_r_at	Cd151	CD151 antigen
161824_r_at	Indo	"indoleamine-pyrrole 2,3 dioxygenase"
161825_f_at	Ceacam10	CEA-related cell adhesion molecule 10
161826_r_at	Glul	glutamate-ammonia ligase (glutamine synthetase)
161827_f_at	Hpxn	hemopexin
161828_r_at		
161829_at	Nes	nestin
161830_f_at	Mocos	molybdenum cofactor sulfurase
161831_at	Cyp1a1	"cytochrome P450, family 1, subfamily a, polypeptide 1"
161832_r_at	Csf1r	colony stimulating factor 1 receptor
161833_r_at		
161834_at	Gzmc	granzyme C
161835_at	S100g	S100 calcium binding protein G
161836_r_at	Zhx1	zinc fingers and homeoboxes protein 1
161837_r_at	C8g	"complement component 8, gamma subunit"
161838_f_at	Arpc5l	"actin related protein 2/3 complex, subunit 5-like"
161839_f_at	LOC626393 /// Rasl2-9	"RAS-like, family 2, locus 9 /// similar to RAN, member RAS oncogene family"
161840_f_at	Klk1b3	kallikrein 1-related peptidase b3
161841_r_at	2310073E15Rik	RIKEN cDNA 2310073E15 gene
161842_r_at		
161843_at		
161844_at		
161845_at	Tiam1	T-cell lymphoma invasion and metastasis 1
161846_r_at	Mag	myelin-associated glycoprotein
161847_r_at	2210016L21Rik	RIKEN cDNA 2210016L21 gene
161848_r_at	Ptpn22	"protein tyrosine phosphatase, non-receptor type 22 (lymphoid)"
161849_r_at	Ins2	insulin II
161850_at		
161851_r_at	Bphl	"biphenyl hydrolase-like (serine hydrolase, breast epithelial mucin-associated antigen)"
161852_i_at	Rpo1-3	RNA polymerase 1-3
161853_f_at	Prkcq	"protein kinase C, theta"
161854_f_at	Gatad2a	GATA zinc finger domain containing 2A
161855_at		
161856_f_at	Kif20a	kinesin family member 20A
161857_r_at	AI428936	expressed sequence AI428936
161858_f_at	Rb1	retinoblastoma 1
161859_f_at	Sncg	"synuclein, gamma"
161860_f_at	Lsmd1	LSM domain containing 1
161861_i_at	Cd82	CD82 antigen
161862_i_at	S100a13	S100 calcium binding protein A13
161863_r_at	Cd3d	"CD3 antigen, delta polypeptide"
161864_f_at	Ptdss1	phosphatidylserine synthase 1
161865_r_at	Mgst2	microsomal glutathione S-transferase 2
161866_at	Epha4	Eph receptor A4
161867_f_at	Mos	Moloney sarcoma oncogene
161868_r_at	Dnajc3a	"DnaJ (Hsp40) homolog, subfamily C, member 3A"
161869_i_at	Hsp90aa1 /// LOC670148	"heat shock protein 90kDa alpha (cytosolic), class A member 1 /// similar to heat shock protein 1, alpha"
161870_at	Usp15	ubiquitin specific peptidase 15
161871_f_at	Rho	rhodopsin
161872_f_at		
161873_r_at	Gns	glucosamine (N-acetyl)-6-sulfatase
161874_r_at		
161875_at	Fmr1	fragile X mental retardation syndrome 1 homolog
161876_r_at	Ckmt2	"creatine kinase, mitochondrial 2"
161877_f_at	Cat	Catalase
161878_r_at	Reep1	receptor accessory protein 1
161879_r_at	Ctdsp2	"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2"
161880_r_at		
161881_f_at	Zfp259	zinc finger protein 259
161882_f_at	Rdh13	Retinol dehydrogenase 13 (all-trans and 9-cis)
161883_f_at	Birc2	baculoviral IAP repeat-containing 2
161884_r_at	Fxr1h	"fragile X mental retardation gene 1, autosomal homolog"
161885_f_at	Gramd3	GRAM domain containing 3
161886_at	2410018L13Rik /// 3110053B16Rik /// EG632781 /// EG668594 /// EG668600 /// EG668646 /// EG668660 /// EG668682 /// LOC546752 /// LOC673264 /// LOC673929 /// LOC675641 /// LOC677338	"RIKEN cDNA 2410018L13 gene /// RIKEN cDNA 3110053B16 gene /// similar to Hippocalcin-like protein 1 (Visinin-like protein 3) (VILIP-3) (Neural visinin-like protein 3) (NVL-3) (NVP-3) /// predicted gene, EG632781 /// predicted gene, EG668594 /// predicted gene, EG668600 /// predicted gene, EG668646 /// predicted gene, EG668660 /// predicted gene, EG668682"
161887_r_at	Ttc1	tetratricopeptide repeat domain 1
161888_r_at	Commd9	COMM domain containing 9
161889_f_at	Aldoa	"Aldolase 1, A isoform"
161890_f_at	Pap	pancreatitis-associated protein
161891_r_at		
161892_r_at	Dsp	desmoplakin
161893_i_at	Pemt	phosphatidylethanolamine N-methyltransferase
161894_r_at		
161895_s_at	Wdr81	WD repeat domain 81
161896_at	Dad1	defender against cell death 1
161897_f_at	AU021838 /// Prps1	phosphoribosyl pyrophosphate synthetase 1 /// expressed sequence AU021838
161898_i_at	Mtx1	metaxin 1
161899_f_at	Lat2	"linker for activation of T cells family, member 2"
161900_f_at	Adrb3	"adrenergic receptor, beta 3"
161901_r_at	Bmp2	bone morphogenetic protein 2
161902_f_at	Gnao1	"guanine nucleotide binding protein, alpha o"
161903_f_at	Nfkbiz	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta"
161904_f_at	Cftr	cystic fibrosis transmembrane conductance regulator homolog
161905_r_at		
161906_f_at	2410022L05Rik	RIKEN cDNA 2410022L05 gene
161907_s_at	Tnxb	tenascin XB
161908_i_at	Ufm1	ubiquitin-fold modifier 1
161909_r_at		
161910_at	Mrpl2	mitochondrial ribosomal protein L2
161911_f_at	Eif4e2	eukaryotic translation initiation factor 4E member 2
161912_r_at	Numb	numb gene homolog (Drosophila)
161913_r_at	Fth1	Ferritin heavy chain 1
161914_s_at	Lsp1	lymphocyte specific 1
161915_f_at	LOC669832	"Similar to Tu translation elongation factor, mitochondrial"
161916_r_at	Serpinf2	"serine (or cysteine) peptidase inhibitor, clade F, member 2"
161917_i_at	Pnmt	phenylethanolamine-N-methyltransferase
161918_at	Akr1b7	"aldo-keto reductase family 1, member B7"
161919_r_at		
161920_r_at	Smarcad1	"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1`"
161921_f_at	Psmc5	"protease (prosome, macropain) 26S subunit, ATPase 5"
161922_r_at	ENSMUSG00000070560	"predicted gene, ENSMUSG00000070560"
161923_at	Psmb1	"Proteasome (prosome, macropain) subunit, beta type 1"
161924_f_at	Apoa2	apolipoprotein A-II
161925_at	Smg5	"Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)"
161926_r_at	P4hb	"prolyl 4-hydroxylase, beta polypeptide"
161927_at	Zfp622	zinc finger protein 622
161928_at	3110079O15Rik	RIKEN cDNA 3110079O15 gene
161929_at		
161930_r_at		
161931_r_at	LOC638774 /// Mki67	antigen identified by monoclonal antibody Ki 67 /// similar to Antigen KI-67
161932_r_at		
161933_r_at	Ddx24	DEAD (Asp-Glu-Ala-Asp) box polypeptide 24
161934_f_at	Stmn3	Stathmin-like 3
161935_r_at	Sh3bgr	SH3-binding domain glutamic acid-rich protein
161936_at		
161937_r_at	4931406I20Rik	RIKEN cDNA 4931406I20 gene
161938_r_at	Psme2	"proteasome (prosome, macropain) 28 subunit, beta"
161939_f_at	Sec23b	SEC23B (S. cerevisiae)
161940_r_at	Rnf103	ring finger protein 103
161941_r_at		
161942_f_at	Cwf19l1	"CWF19-like 1, cell cycle control (S. pombe)"
161943_at	Hs3st3a1	heparan sulfate (glucosamine) 3-O-sulfotransferase 3A1
161944_at		Transcribed locus
161945_at	EG433229 /// Ldhb	"lactate dehydrogenase B /// predicted gene, EG433229"
161946_r_at	Sorbs1	sorbin and SH3 domain containing 1
161947_f_at	Alox12e	"arachidonate lipoxygenase, epidermal"
161948_f_at		
161949_at	1500035H01Rik	RIKEN cDNA 1500035H01 gene
161950_at	Sfrs14	"splicing factor, arginine/serine-rich 14"
161951_f_at	Mcart1	mitochondrial carrier triple repeat 1
161952_r_at	Rnf20	Ring finger protein 20
161953_at	Gdpd5	glycerophosphodiester phosphodiesterase domain containing 5
161954_r_at		
161955_f_at	1810037I17Rik	RIKEN cDNA 1810037I17 gene
161956_at	Aldh1a1	"aldehyde dehydrogenase family 1, subfamily A1"
161957_r_at		
161958_at	Eef1g	Eukaryotic translation elongation factor 1 gamma
161959_f_at	Lrrn1	"leucine rich repeat protein 1, neuronal"
161960_f_at	Dynll2	dynein light chain LC8-type 2
161961_at	Rpl19	Ribosomal protein L19
161962_f_at	Mfap4	microfibrillar-associated protein 4
161963_f_at	C330007P06Rik	RIKEN cDNA C330007P06 gene
161964_r_at	Prkcz	"protein kinase C, zeta"
161965_r_at	Smarcd2	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2"
161966_f_at	Entpd6	ectonucleoside triphosphate diphosphohydrolase 6
161967_at		
161968_f_at	Ccr5	chemokine (C-C motif) receptor 5
161969_f_at	Capg	"capping protein (actin filament), gelsolin-like"
161970_f_at	Hmgcl	3-hydroxy-3-methylglutaryl-Coenzyme A lyase
161971_r_at	Btk	Bruton agammaglobulinemia tyrosine kinase
161972_r_at	Slc4a1	"solute carrier family 4 (anion exchanger), member 1"
161973_r_at	Heatr2	HEAT repeat containing 2
161974_r_at	2810417H13Rik	RIKEN cDNA 2810417H13 gene
161975_r_at	Pgd	phosphogluconate dehydrogenase
161976_r_at	Higd1a	"HIG1 domain family, member 1A"
161977_r_at	Scin	scinderin
161978_r_at	Cpt2	carnitine palmitoyltransferase 2
161979_f_at	Tmem41b	transmembrane protein 41B
161980_f_at	Bag3	Bcl2-associated athanogene 3
161981_r_at	Flg /// LOC620355 /// LOC675741	filaggrin /// similar to Filaggrin
161982_at	Ptk2	PTK2 protein tyrosine kinase 2
161983_f_at	Rnh1	ribonuclease/angiogenin inhibitor 1
161984_f_at	Col3a1	"procollagen, type III, alpha 1"
161985_f_at	Ktn1	kinectin 1
161986_f_at	Gpx5	glutathione peroxidase 5
161987_at	Pdyn	prodynorphin
161988_f_at	Lrpap1	low density lipoprotein receptor-related protein associated protein 1
161989_f_at	Crat	carnitine acetyltransferase
161990_f_at	Diap1	Diaphanous homolog 1 (Drosophila)
161991_at		
161992_at	Ppm1m	protein phosphatase 1M
161993_r_at	6330403K07Rik	RIKEN cDNA 6330403K07 gene
161994_f_at	Pias3	protein inhibitor of activated STAT 3
161995_r_at	Got2 /// Got2-ps1	"glutamate oxaloacetate transaminase 2, mitochondrial /// glutamate oxaloacetate transaminase 2, mitochondrial, pseudogene 1"
161996_f_at		
161997_f_at	Aldh2	"Aldehyde dehydrogenase 2, mitochondrial"
161998_f_at	Ndrg4	N-myc downstream regulated gene 4
161999_at		
162000_r_at	Clpb	ClpB caseinolytic peptidase B homolog (E. coli)
162001_f_at	Csnk1d	"casein kinase 1, delta"
162002_r_at		
162003_at	Rsl1d1	ribosomal L1 domain containing 1
162004_i_at	Lig1	"Ligase I, DNA, ATP-dependent"
162005_at	Cdk5rap3	CDK5 regulatory subunit associated protein 3
162006_r_at	Immt	"inner membrane protein, mitochondrial"
162007_i_at	Sipa1	Signal-induced proliferation associated gene 1
162008_r_at		
162009_f_at	Msh2	mutS homolog 2 (E. coli)
162010_r_at	Atf2	activating transcription factor 2
162011_f_at	Rhou	"ras homolog gene family, member U"
162012_r_at	Cwf19l1	"CWF19-like 1, cell cycle control (S. pombe)"
162013_f_at	Mrpl48	Mitochondrial ribosomal protein L48
162014_i_at	LOC634896 /// Tax1bp3	Tax1 (human T-cell leukemia virus type I) binding protein 3 /// similar to Tax1 (human T-cell leukemia virus type I) binding protein 3
162015_f_at	Ckmt2	"creatine kinase, mitochondrial 2"
162016_f_at	Foxc2	forkhead box C2
162017_at	Krtap5-5	Keratin associated protein 5-5
162018_r_at	Cryge /// Crygf	"crystallin, gamma E /// crystallin, gamma F"
162019_r_at	Crybb2	"crystallin, beta B2"
162020_at		
162021_r_at	Bcl2l10	Bcl2-like 10
162022_f_at		
162023_f_at	Thbd	thrombomodulin
162024_at	Fmn1	formin 1
162025_r_at		
162026_r_at	EG638698 /// Snrpb2	"U2 small nuclear ribonucleoprotein B /// predicted gene, EG638698"
162027_f_at		
162028_f_at	D4Wsu114e	"DNA segment, Chr 4, Wayne State University 114, expressed"
162029_r_at	Cox18	COX18 cytochrome c oxidase assembly homolog (S. cerevisiae)
162030_r_at	Selenbp1 /// Selenbp2	selenium binding protein 1 /// selenium binding protein 2
162031_f_at	Galm	galactose mutarotase
162032_f_at	LOC671267 /// Pkm2	"pyruvate kinase, muscle /// similar to Pyruvate kinase isozyme M2"
162033_f_at	D2Wsu81e	"DNA segment, Chr 2, Wayne State University 81, expressed"
162034_r_at	Antxr2	Anthrax toxin receptor 2
162035_f_at	Vav2	Vav 2 oncogene
162036_r_at	D4Wsu114e	"DNA segment, Chr 4, Wayne State University 114, expressed"
162037_f_at	Npy2r	neuropeptide Y receptor Y2
162038_f_at	Galm	galactose mutarotase
162039_f_at	Scamp2	secretory carrier membrane protein 2
162040_r_at	Slc4a7	"solute carrier family 4, sodium bicarbonate cotransporter, member 7"
162041_f_at	Muc13	"mucin 13, epithelial transmembrane"
162042_i_at		
162043_i_at	Pld4	"phospholipase D family, member 4"
162044_f_at	Cyp4b1 /// LOC631037	"cytochrome P450, family 4, subfamily b, polypeptide 1 /// similar to Cytochrome P450 4B1 (CYPIVB1)"
162045_r_at		
162046_at	Nt5c3l	"5'-nucleotidase, cytosolic III-like"
162047_f_at		
162048_r_at	Arfgef1	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)
162049_f_at	Gdpd5	glycerophosphodiester phosphodiesterase domain containing 5
162050_at	Fbxo6	F-box protein 6
162051_r_at	Svs6	Seminal vesicle secretion 6
162052_i_at	Ccs	copper chaperone for superoxide dismutase
162053_i_at	Ptpn5	"protein tyrosine phosphatase, non-receptor type 5"
162054_r_at	Psip1	PC4 and SFRS1 interacting protein 1
162055_f_at	Serf2	small EDRK-rich factor 2
162056_f_at		
162057_f_at	Mtdh	Metadherin
162058_f_at		
162059_r_at	Usp14	ubiquitin specific peptidase 14
162060_r_at	Lig3	"ligase III, DNA, ATP-dependent"
162061_f_at	Ppp2r4	"protein phosphatase 2A, regulatory subunit B (PR 53)"
162062_r_at	Adam2	A disintegrin and metallopeptidase domain 2
162063_f_at	Adam1a /// Mapkapk5	MAP kinase-activated protein kinase 5 /// a disintegrin and metallopeptidase domain 1a
162064_at		
162065_r_at	Dusp9	dual specificity phosphatase 9
162066_f_at	AA536749	expressed sequence AA536749
162067_at	Rbm14	RNA binding motif protein 14
162068_r_at	Emb	embigin
162069_at	Hes5	Hairy and enhancer of split 5 (Drosophila)
162070_r_at	Cyp24a1	"Cytochrome P450, family 24, subfamily a, polypeptide 1"
162071_i_at	Umps	uridine monophosphate synthetase
162072_at		
162073_r_at	Tsc1	Tuberous sclerosis 1
162074_r_at		
162075_r_at	LOC671359 /// Mpeg1	macrophage expressed gene 1 /// similar to macrophage expressed gene 1
162076_r_at	Gria2	"glutamate receptor, ionotropic, AMPA2 (alpha 2)"
162077_f_at	Scd2	stearoyl-Coenzyme A desaturase 2
162078_at	Sord	sorbitol dehydrogenase
162079_at	Mbc2	membrane bound C2 domain containing protein
162080_f_at	Kctd17	potassium channel tetramerisation domain containing 17
162081_f_at		
162082_r_at		
162083_f_at	Ntan1	N-terminal Asn amidase
162084_i_at		
162085_r_at	2900086B20Rik	RIKEN cDNA 2900086B20 gene
162086_r_at	Trim30	tripartite motif protein 30
162087_f_at	Kcnab1	"potassium voltage-gated channel, shaker-related subfamily, beta member 1"
162088_r_at	Cfl2	"cofilin 2, muscle"
162089_r_at	Tln1	talin 1
162090_i_at	D1Ertd161e	"DNA segment, Chr 1, ERATO Doi 161, expressed"
162091_f_at	Sf3b2	"Splicing factor 3b, subunit 2"
162092_f_at	Ihpk1	inositol hexaphosphate kinase 1
162093_at	Yars	Tyrosyl-tRNA synthetase
162094_f_at		
162095_f_at	Gas7	growth arrest specific 7
162096_at	Pole3	"Polymerase (DNA directed), epsilon 3 (p17 subunit)"
162097_r_at	Cdh3	cadherin 3
162098_i_at	Cdc91l1	CDC91 cell division cycle 91-like 1 (S. cerevisiae)
162099_f_at	Cd2bp2	CD2 antigen (cytoplasmic tail) binding protein 2
162100_r_at	Tcta	T-cell leukemia translocation altered gene
162101_f_at	LOC676912 /// Mylpf	"myosin light chain, phosphorylatable, fast skeletal muscle /// similar to Myosin regulatory light chain 2, skeletal muscle isoform (G2) (DTNB) (MLC-2)"
162102_r_at	Mcm5	"minichromosome maintenance deficient 5, cell division cycle 46 (S. cerevisiae)"
162103_i_at	Col9a3	"procollagen, type IX, alpha 3"
162104_f_at	Tapbp	TAP binding protein
162105_r_at	Zfp93	Zinc finger protein 93
162106_f_at	Krt33b	keratin 33B
162107_r_at		
162108_f_at	Spt1	salivary protein 1
162109_f_at	Sh3rf1	SH3 domain containing ring finger 1
162110_f_at	Vps45	vacuolar protein sorting 45 (yeast)
162111_r_at	BC021395	cDNA sequence BC021395
162112_i_at	Capn2	calpain 2
162113_r_at	Sybl1	synaptobrevin like 1
162114_f_at	Trfp	Trf (TATA binding protein-related factor)-proximal protein homolog (Drosophila)
162115_i_at	Ftsj3	FtsJ homolog 3 (E. coli)
162116_r_at	Derl2	"Der1-like domain family, member 2"
162117_f_at	Plac1	placental specific protein 1
162118_f_at	Btbd14a	BTB (POZ) domain containing 14A
162119_r_at	1500003O03Rik /// LOC638632	RIKEN cDNA 1500003O03 gene /// similar to calcium binding protein P22
162120_at		
162121_at		
162122_f_at	Fdxr	ferredoxin reductase
162123_f_at	Slc19a1	"solute carrier family 19 (sodium/hydrogen exchanger), member 1"
162124_r_at	Rusc1	RUN and SH3 domain containing 1
162125_f_at	Ubc	ubiquitin C
162126_r_at	C130006E23	Hypothetical protein C130006E23
162127_r_at	Pa2g4	proliferation-associated 2G4
162128_i_at		
162129_f_at	Ppfibp2	"protein tyrosine phosphatase, receptor-type, F interacting protein, binding protein 2"
162130_r_at	Sult1a1	"sulfotransferase family 1A, phenol-preferring, member 1"
162131_f_at		
162132_f_at		
162133_at	Sema4b	"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B"
162134_r_at	2010111I01Rik	RIKEN cDNA 2010111I01 gene
162135_r_at	Slc38a2	"solute carrier family 38, member 2"
162136_r_at	Tbxas1	"Thromboxane A synthase 1, platelet"
162137_f_at	Txk	TXK tyrosine kinase
162138_s_at	Cbx6	chromobox homolog 6
162139_r_at	2310044H10Rik	RIKEN cDNA 2310044H10 gene
162140_i_at	Dhx30	DEAH (Asp-Glu-Ala-His) box polypeptide 30
162141_r_at	Rab2	"RAB2, member RAS oncogene family"
162142_f_at	Prrg2	proline-rich Gla (G-carboxyglutamic acid) polypeptide 2
162143_f_at	Prkrir	"protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)"
162144_at	Etfb	"electron transferring flavoprotein, beta polypeptide"
162145_r_at	Pgs1	phosphatidylglycerophosphate synthase 1
162146_r_at	4932416N17Rik	RIKEN cDNA 4932416N17 gene
162147_f_at	Snta1	"syntrophin, acidic 1"
162148_r_at		
162149_i_at		
162150_r_at	Man2b1	"mannosidase 2, alpha B1"
162151_i_at		
162152_r_at	Crhr2	corticotropin releasing hormone receptor 2
162153_i_at	Exosc5	exosome component 5
162154_i_at	Sash1	SAM and SH3 domain containing 1
162155_f_at	Msh3	mutS homolog 3 (E. coli)
162156_f_at	Srpx	sushi-repeat-containing protein
162157_f_at	Stk16	serine/threonine kinase 16
162158_r_at	Acox1	"acyl-Coenzyme A oxidase 1, palmitoyl"
162159_i_at	Tcf2	transcription factor 2
162160_at	Ide	insulin degrading enzyme
162161_r_at		
162162_f_at	2900006F19Rik	RIKEN cDNA 2900006F19 gene
162163_at	Sct	secretin
162164_f_at	Actn3	actinin alpha 3
162165_f_at	2900092E17Rik	RIKEN cDNA 2900092E17 gene
162166_f_at	Nrsn1	neurensin 1
162167_f_at	Pde6b	"phosphodiesterase 6B, cGMP, rod receptor, beta polypeptide"
162168_r_at	EG627427 /// EG666422 /// EG666875 /// EG668771 /// LOC382931 /// LOC384524 /// LOC385344 /// LOC669671 /// LOC669985 /// LOC670155 /// LOC670187 /// LOC671102 /// LOC671972 /// LOC673015 /// LOC675010 /// Phgdh	"3-phosphoglycerate dehydrogenase /// similar to 3-phosphoglycerate dehydrogenase /// predicted gene, EG627427 /// predicted gene, EG666422 /// predicted gene, EG666875 /// predicted gene, EG668771"
162169_r_at	Hist1h2bp	"Histone cluster 1, H2bp"
162170_r_at	Fbn1	fibrillin 1
162171_f_at	Fgfr2	fibroblast growth factor receptor 2
162172_f_at	Nedd4	"neural precursor cell expressed, developmentally down-regulted gene 4"
